회사명,사업연도,감사인,감사의견,감사보고서 특기사항,강조사항 등,핵심감사사항
CJ제일제당,"제 14 기
(전전기)",한영회계법인,적정의견,-,"기타사항에 전기재무제표
삼일회계법인의 감사사실 기재","- 별도 : 종속기업투자주식의 회수가능가액 검토
- 연결 : 영업권의 회수가능가액 검토"
CJ프레시웨이,"제35기
(당기)",한영회계법인,적정,-,해당사항 없음," 별도: 종속기업투자주식 손상평가
 연결: 영업권 손상평가"
CJ프레시웨이,"제34기
(전기)",한영회계법인,적정,-,해당사항 없음," 별도: 종속기업투자주식 손상평가
 연결: 영업권 손상평가"
CJ프레시웨이,"제33기
(전전기)",한영회계법인,적정,-,해당사항 없음," 별도: 종속기업투자주식 손상평가
 연결: 영업권 손상평가"
CMG제약,제22기(당기),서우회계법인,적정,-,해당사항 없음,내부창출 개발비 자산성 및 손상평가
CMG제약,제21기(전기),이정회계법인,적정,-,해당사항 없음,내부창출 개발비 자산화 및 손상평가
CMG제약,제20기(전전기),이정회계법인,적정,-,지배력의 상실,내부창출 개발비 자산화 및 손상평가
CNH,제34기(당기),대주회계법인,적정,-,특수관계자와의 주요거래,종속기업투자자산 지분법손익
CNH,제33기(전기),동현회계법인,적정,-,특수관계자와의 주요거래,금융자산의 분류 및 측정
CNH,제32기(전전기),동현회계법인,적정,-,해당사항 없음,금융자산의 분류 및 측정
CNT85,제27기(당기),예교지성회계법인,적정,-,," 수익인식에 대한 적정성 검토
영업권의 회수가능액에 대한 
적정성 검토"
CNT85,제26기(전기),삼덕회계법인,적정,-,감사의견에는 영향을 미치지 않는 사항으로서 이용자는 주석40에 주의를 기울여야 할 필요가 있습니다. 주석40에 기술되어 있는 바와 같이 회사는 무형자산손상 등에 대한 수정사항을 반영하여 별첨 2021년 12월 31일로 종료되는 회계연도의 재무제표를 재작성하였습니다.,"수익인식의 적정성
영업권에 대한 자산손상"
CNT85,제25기(전전기),성현회계법인,적정,-,"(1) 상장폐지사유 발생 주석 42에 기재되어 있는 바와 같이 2019년 2월 11일자 전임임원의 횡령혐의 발생, 2019년 3월 19일자 감사보고서의 의견거절, 2020년 4월 6일자 감사보고서의 의견거절, 2020년 5월 15일자 사업보고서 분기매출액 3억원 미만 및 2020년 8월 14일 반기감사보고서의 의견거절, 2020년 11월 16일자 사업보고서 분기매출액 3억원 미만 등을 사유로 회사는 상장폐지사유가 발생하였습니다. 감사보고서일 현재 회사의 상기 상장폐지 사유가 해소되지 아니하였으며, 한국거래소 기업심사위원회는 2018사업연도 및 2019사업연도 감사의견 상장폐지 사유와 병합하여 상장폐지 여부를 결정할 예정입니다.
(2) 회생계획인가 주석 39에 기재되어 있는 바와 같이 2019년 9월 1일자 회생계획인가에 따라 회사의 회생채무 30,392백만원 중 12,215백만원이 출자전환, 18,177 백만원이 현금상환 되었습니다. 한편, 출자전환으로 인하여 9,350 백만원의 채무면제이익이 인식되었습니다. (3) 전임원 횡령 주석 41에 기재되어 있는 바와 같이 2019년 2월 8일, 회사의 전임 임원들의 횡령사실이 발생하였으며, 2심에서 유죄판결을 받았습니다. 감사보고서일 현재 상고심이 진행 중에 있습니다.","한국필터 주식회사 
사업결합 회계처리"
CS,제24기(당기),신한회계법인,적정,-,"""해당사항없음""","<재고자산의 평가>
재고자산은 최초에 원가로 측정되며 손상되었거나, 진부화되는 경우, 또는 예상 순실현가능가치가 원가에 이르지 못하는 경우에는 평가손실이 인식되어야 합니다. 연결회사의 재고자산의 진부화에 대한 결정은 유의적인 경영자의 판단이 포함되므로 재고자산의 평가를 감사에 특히 중요한 사항으로 고려하였습니다.(*1)"
CS,제23기(전기),신한회계법인,적정,-,"""해당사항없음""","<재고자산의 평가>
재고자산은 최초에 원가로 측정되며 손상되었거나, 진부화되는 경우, 또는 예상 순실현가능가치가 원가에 이르지 못하는 경우에는 평가손실이 인식되어야 합니다. 연결회사의 재고자산의 진부화에 대한 결정은 유의적인 경영자의 판단이 포함되므로 재고자산의 평가를 감사에 특히 중요한 사항으로 고려하였습니다. "
CS,제22기(전전기),신한회계법인,적정,-,"""해당사항없음""","<재고자산의 평가 >
재고자산은 최초에 원가로 측정되며 손상되었거나, 진부화되는 경우, 또는 예상 순실현가능가치가 원가에 이르지 못하는 경우에는 평가손실이 인식되어야 합니다. 회사의 재고자산의 진부화에 대한 결정은 유의적인 경영자의 판단이 포함되므로 재고자산의 평가를 감사에 특히 중요한 사항으로 고려하였습니다. "
CSA 코스믹,제34기(당기),신한회계법인,적정,-,"2022년 사업보고서에 첨부된 
감사보고서 중
""강조사항  참조""","2022년 사업보고서에 첨부된 
감사보고서 중
""핵심감사사항 참조"""
CSA 코스믹,제33기(전기),광교회계법인,적정,-,"2021년 사업보고서에 첨부된 
감사보고서 중
""강조사항 참조""","2021년 사업보고서에 첨부된 
감사보고서 중
""핵심감사사항 참조"""
CSA 코스믹,제32기(전전기),안경회계법인,적정,-,"2020년 사업보고서에 첨부된 
감사보고서 중
""강조사항 참조""","2020년 사업보고서에 첨부된 
감사보고서 중
""핵심감사사항 참조"""
CS홀딩스,제75기(당기),현대회계법인,적정,-,해당사항 없음,1. 영업권에 대한 손상검토
CS홀딩스,제74기(전기),대현회계법인,적정,-,해당사항 없음,1. 영업권에 대한 손상검토
CS홀딩스,제73기(전전기),대현회계법인,적정,-,해당사항 없음,1. 영업권에 대한 손상검토
DB,"제46기
(당기)",안진회계법인,적정,-,해당사항 없음,"1) 투입법 기준 진행매출 인식 대상 
시스템 구축용역의 총예정원가 추정"
DB,"제45기
(전기)",안진회계법인,적정,-,해당사항 없음,"1) 투입법 기준 진행매출 인식 대상 
시스템 구축용역의 총예정원가 추정"
DB,"제44기
(전전기)",안진회계법인,적정,-,해당사항 없음,"1) 투입법 기준 진행매출 인식 대상 
시스템 구축용역의 총예정원가 추정"
DB금융스팩8호,제3기(당기),대현회계법인,적정,-,,
DB금융스팩8호,제2기(전기),대현회계법인,적정,-,,
DB금융스팩8호,제1기(전전기),대현회계법인,적정,-,,
DB금융스팩9호,제3기(당기),대현회계법인,적정,-,,
DB금융스팩9호,제2기(전기),대현회계법인,적정,-,,
DB금융스팩9호,제1기(전전기),대현회계법인,적정,-,,
DB금융투자,"제41기
(당기)",삼일회계법인(주1),적정,-,,공정가치 서열체계 수준 3으로 분류되는 장외파생상품 및 파생결합증권에 대한 공정가치 평가
DB금융투자,"제40기
(전기)",한영회계법인,적정,-,,"공정가치 서열체계 수준 3으로 분류된 당기손익-공정가치측정금융상품, 기타포괄손익-공정가치측정금융자산에 대한 공정가치 평가, 구조화기업에 대한 연결범위 판단"
DB금융투자,"제39기
(전전기)",한영회계법인,적정,-,,"공정가치 서열체계 수준 3으로 분류된 당기손익-공정가치측정금융상품, 기타포괄손익-공정가치측정금융자산에 대한 공정가치 평가, 구조화기업에 대한 연결범위 판단"
DB생명보험,-,-,,-,,
DB생명보험,-,-,,-,,
DB생명보험,-,-,,-,,
DB손해보험,제56기(당기),한영회계법인,적정의견,-,강조사항 없음,보험계약부채 중 보험료적립금
DB손해보험,제55기(전기),한영회계법인,적정의견,-,강조사항 있음,보험계약부채 중 보험료적립금
DB손해보험,제54기(전전기),한영회계법인,적정의견,-,강조사항 없음,보험계약부채 중 보험료적립금
DB캐피탈,제28기(당기),대주회계법인,적정,-,,
DB캐피탈,제27기(전기),대주회계법인,적정,-,,
DB캐피탈,제26기(전전기),대주회계법인,적정,-,,
DB하이텍,제70기(당기),삼정회계법인,적정*,-,해당사항 없음,"(1) 투입법에 따른 수익인식
(2) 총계약원가에 대한 추정의 불확실성"
DB하이텍,제69기 (전기),삼정회계법인,적정,-,해당사항없음,"(1) 투입법에 따른 수익인식
(2) 총계약원가에 대한 추정의 불확실성"
DB하이텍,제68기 (전전기),삼정회계법인,적정,-,해당사항 없음,"(1) 투입법에 따른 수익인식
(2) 총계약원가에 대한 추정의 불확실성"
DGB금융지주,제12기(당기),한영회계법인,적정,-,,"(1) 대손충당금 측정을 위한 신용위험의 증가 정도 판단
(2) 부도율과 부도시손실율 등 리스크 요소 추정
(3) 미래전망 정보의 추정 및 개별평가 관련 미래현금흐름과 할인율"
DGB금융지주,제11기(전기),한영회계법인,적정,-,COVID19 관련 재무영향,"(1) 대손충당금 측정을 위한 신용위험의 증가 정도 판단
(2) 부도율과 부도시손실율 등 리스크 요소 추정
(3) 미래전망 정보의 추정 및 개별평가 관련 미래현금흐름과 할인율"
DGB금융지주,제10기(전전기),한영회계법인,적정,-,COVID19 관련 재무영향,"(1) 대손충당금 측정을 위한 신용위험의 증가 정도 판단
(2) 부도율과 부도시손실율 등 리스크 요소 추정
(3) 미래전망 정보의 추정 및 개별평가 관련 미래현금흐름과 할인율"
DGP,제26기(당기),다산회계법인,적정,-,해당사항 없음,"가. 금융상품의 공정가치 측정
나. 특수관계자 거래의 표시와 공시의 적정성"
DGP,제25기(전기),삼덕회계법인,적정,-,해당사항 없음,관계기업투자 손상평가
DGP,제24기(전전기),삼덕회계법인,적정,-,"1. 사업결합
2. 후속사건",유형 및 무형자산의 손상평가
DH오토웨어,제44기(당기),삼일회계법인,적정,-,지적사항없음,현금창출단위에 대한 손상평가
DH오토웨어,제43기(전기),삼일회계법인,적정,-,지적사항없음,현금창출단위에 대한 손상평가
DH오토웨어,제42기(전전기),삼일회계법인,적정,-,지적사항없음,현금창출단위에 대한 손상평가
DL,제76기(당기),안진회계법인,적정,-,,"- DL이앤씨 관계기업투자주식에 대한 손상평가
- DL이앤씨 지분법 적용"
DL,제75기(전기),안진회계법인,적정,-,,"- 청진이삼프로젝트 종속기업투자주식에 대한 손상평가
- DL이앤씨㈜의 식별가능한 무형자산 공정가치 측정"
DL,제74기(전전기),안진회계법인,적정,-,,"- 총 예정원가의 추정
- 인적분할 관련 미지급배당금의 평가"
DL건설,제66기(당기),삼일회계법인,적정,-,,"(1) 투입법에 따른 수익 인식
- 총계약수익의 적정성에 대한 감사절차
- 총계약원가의 추정의 불확실성에 대한 감사절차
- 현장별 누적계약원가 검토 및 매출액 계산의 정확성에 대한 감사절차"
DL건설,제65기(전기),삼정회계법인,적정,-,,"- 총계약원가에 대한 추정의 불확실성
- 산정된 공사진행률의 적정성
- 공사변경에 따른 회계처리의 적절성 "
DL건설,제64기(전전기),삼정회계법인,적정,-,,"- 투입법에 따른 수익인식 등 기업의 회계정책
- 공사예정원가에 대한 추정의 불확실성
- 산정된 공사진행률의 적정성
- 미청구공사 회수가능성 평가
- 공사변경에 따른 회계처리"
DL에너지,-,-,,-,,
DL에너지,-,-,,-,,
DL에너지,-,-,,-,,
DL이앤씨,제2기(당기),안진회계법인,적정,-,,총예정원가추정
DL이앤씨,제1기(전기),안진회계법인,적정,-,인적분할을 통한 회사의 설립,총예정원가추정의 불확실성
DL이앤씨,-,-,,-,,
DL케미칼,제2기 (당기),안진회계법인,적정,-,해당사항 없음.,해당사항 없음
DL케미칼,제1기(전기),안진회계법인,적정,-,해당사항 없음.,해당사항 없음
DL케미칼,-,-,,-,,
DMS,제24기(당기),서현회계법인,적정,-,,수익인식 회계처리
DMS,제23기(전기),서현회계법인,적정,-,,수익인식 회계처리
DMS,제22기(전전기),서현회계법인,적정,-,,해당사항 없음
DN오토모티브,제52기(당기),안진회계법인,적정,-,해당사항없음,영업권손상평가
DN오토모티브,제51기(전기),안진회계법인,적정,-,해당사항없음,수출매출인식시기
DN오토모티브,제50기(전전기),안진회계법인,적정,-,해당사항없음,수출매출인식시기 및 자산손상평가
DRB동일,제57기(당기),안경회계법인,적정,-,,"종속, 관계기업 투자주식 손상징후의 적정성"
DRB동일,제56기(전기),안경회계법인,적정,-,,"특수관계자 거래에 대한 수익 인식의 적정성
종속, 관계기업 투자주식 손상징후의 적정성"
DRB동일,제55기(전전기),안경회계법인,적정,-,,매출의 적정성 및 재고자산 회계처리의 적정성
DSC인베스트먼트,제11기(당기),대성삼경회계법인,적정,-,해당사항없음,"투자조합(펀드)이 보유한
비상장 지분상품 및 복합금융상품의 공정가치 평가"
DSC인베스트먼트,제10기(전기),대성삼경회계법인,적정,-,해당사항없음,"투자조합(펀드)이 보유한
비상장 지분상품 및 복합금융상품의 공정가치 평가"
DSC인베스트먼트,제9기(전전기),대성삼경회계법인,적정,-,"전기재무제표 재작성
(전환권대가)","투자조합(펀드)이 보유한
비상장 지분상품 및 복합금융상품의 공정가치 평가"
DSEN,제28기(당기),이촌회계법인,적정,-,- 보고기간후사건( 2022년 9월 23일 이사회 결의에 따라 외식사업부문을 물적분할하기로 결정. 분할기일은 2023년 1월 1일) ,매출채권 손실충당금 인식
DSEN,제27기(전기),대현회계법인,적정,-,"- 보고기간후사건(조합 지분 양수도에 의하여 지배기업의 최대주주가 (주)
   페리카나에서 (주)옵트론텍으로 변경
- 사업결합(21년 4월 1일에 (주)대산포크의 지분 100%를 취득하고 2021년   6월 18일을 합병기일로 하여 (주)대산포크를 합병)
-  종속기업투자 설립((주)미스터피자에프앤비를 설립)",- 영업권 손상평가
DSEN,제26기(전전기),서현회계법인,적정,-,"- 상장적격성 실질심사 대상(최근 5사업연도 연속 영업손실의 발생 등)
- 후속사건(주요종속기업 주식회사 엠피한강 지분매각 주식매매계약체결)",- 현금창출단위의 손상검토
DSR,제59기(당기),삼덕회계법인,적정,-,해당사항 없음,수출매출의 수익인식
DSR,제58기(전기),삼덕회계법인,적정,-,해당사항 없음,수출매출의 수익인식
DSR,제57기(전전기),삼덕회계법인,적정,-,해당사항 없음,특수관계자 거래의 발생사실과 표시
DSR제강,제52기(당기),삼일회계법인,적정,-,해당사항 없음,1. 기타특수관계자 대여금 회수가능성 평가
DSR제강,제51기(당기),안경회계법인,적정,-,해당사항 없음,"1. 기타특수관계자 대여금 회수가능성 평가
2. 수출매출의 무역조건에 따른 수익인식시기
    (또는 수익의 기간귀속)의 적정성"
DSR제강,제50기(전기),안경회계법인,적정,-,해당사항 없음,1. 특수관계자와의 거래 및 잔액 공시의 적정성
DXVX,"제22기
(당기)",안경회계법인,적정,-,"주권 매매거래정지 및
상장적격성 실질심사","(연결재무제표)
 - 수익인식
(별도재무제표)
 - 수익인식 "
DXVX,"제21기
(전기)",동아송강회계법인,적정,-,"코스닥시장위원회의 심의결과 
2022년 11월 22일까지 개선기간 부여","(연결재무제표)
 - 관계기업투자주식 손상평가
(별도재무제표)
 - 관계기업투자주식 손상평가"
DXVX,"제20기
(전전기)",대주회계법인,적정,-,"주권 매매거래정지 및
상장적격성 실질심사","(연결재무제표)
 - 코로나진단키트 수익의 기간귀속 및 실재성
(별도재무제표)
 - 코로나진단키트 수익의 기간귀속 및 실재성"
E1,제39기 (당기),한영회계법인,적정,-,해당사항 없음,"- 연결 : 투자부동산에 대한 손상평가
- 별도 : 종속기업투자주식(주식회사 LS네트웍스)에 대한 손상 평가"
E1,제38기(전기),한영회계법인,적정,-,해당사항 없음,"- 연결 : 투자부동산에 대한 손상평가
- 별도 : 종속기업투자주식(주식회사 LS네트웍스)에 대한 손상 평가"
E1,제37기(전전기),한영회계법인,적정,-,해당사항 없음,- 연결 및 별도 : 사용권자산과 리스부채
EDGC,제10기(당기),이촌회계법인,적정,-,"계속기업 관련 중요한 불확실성

재무제표에 대한 주석 37에 주의를 기울여야 할 필요가 있습니다. 재무제표에 대한 주석 37은 2022년 12월 31일로 종료되는 보고기간에 영업손실 및 당기순손실이 각각 10,860백만원 및 25,188백만원 발생하였으며, 부의 영업현금흐름 12,987백만원이 발생하였고, 재무제표일 현재로 회사의 유동차입금이 42,014백만원이며, 유동부채가 유동자산보다 57,717백만원 만큼 더 많음을 나타내고 있습니다. 주석 37에서 기술된 바와 같이, 이러한 사건이나 상황은 재무제표에 대한 주석 37에서 설명하고 있는 다른 사항과 더불어 계속기업으로서의 존속능력에 유의적 의문을 제기할 만한 중요한 불확실성이 존재함을 나타냅니다. 우리의 의견은 이 사항으로부터 영향을 받지 아니합니다.
","수익인식 회계처리

회사는 주석2에 기재된 바와 같이 유전체 검사 서비스, 기술이전, 시약구매조건부 의료장비임대 사업을 영위하고 있으며, 고객과의 계약 및 조건에 따라 다양한 수익인식시점이 존재하며, 각각의 조건에 따라 재화의 통제의 이전 시기가 다르기 때문에 수익인식시점에 대한 경영진의 판단이 요구됩니다. 회사의 경영진은 유의적인 판단을 수행하여 기업회계기준서 제1115호의 요건을 충족하는 수익인식 금액 및 시기를 결정하고 있으며, 관련 수익이 재무제표에서 차지하는 금액적 중요성과 경영진 판단의 복잡성 등을 고려하여 수익인식 회계처리를 핵심감사사항으로 식별하였습니다.동 핵심감사사항과 관련하여 우리가 수행한 주요 감사절차는 다음과 같습니다.ㆍ회사의 수익인식 회계정책 이해 및 평가
ㆍ비경상적 매출의 존재 여부 및 비정상적 조건의 매출거래 유무에 대해 질문ㆍ주요 거래유형의 식별 및 계약서를 통한 계약사항에 대한 검토ㆍ수익인식에 대응되는 매출채권에 대해 표본추출방식을 이용한 외부조회 확인ㆍ수익인식 기간귀속 확인ㆍ주석사항 공시 검토"
EDGC,제9기(전기),이촌회계법인,적정,-,해당사항없음,"수익인식 회계처리
연결회사는 주석2에 기재된 바와 같이 유전체 검사 서비스, 기술이전, 시약구매조건부 의료장비임대 사업을 영위하고 있으며, 고객과의 계약 및 조건에 따라 다양한 수익인식시점이 존재하며, 각각의 조건에 따라 재화의 통제의 이전 시기가 다르기 때문에 수익인식시점에 대한 경영진의 판단이 요구됩니다. 회사의 경영진은 유의적인 판단을 수행하여 기업회계기준서 제1115호의 요건을 충족하는 수익인식 금액 및 시기를 결정하고 있으며, 관련 수익이 연결재무제표에서 차지하는 금액적 중요성과 경영진 판단의 복잡성 등을 고려하여 수익인식 회계처리를 핵심감사사항으로 식별하였습니다.

동 핵심감사사항과 관련하여 우리가 수행한 주요 감사절차는 다음과 같습니다.ㆍ연결회사의 수익인식 회계정책 이해 및 평가
ㆍ비경상적 매출의 존재 여부 및 비정상적 조건의 매출거래 유무에 대해 질문ㆍ주요 거래유형의 식별 및 계약서를 통한 계약사항에 대한 검토ㆍ수익인식에 대응되는 매출채권에 대해 표본추출방식을 이용한 외부조회 확인ㆍ수익인식 기간귀속 확인ㆍ주석사항 공시 검토"
